GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
0500000US53033,53033,"King County, Washington",0700000US530339293179590,530339293179590,King County - COUNTY SUBDIVISION AND PLACE - Seattle East CCD - Woodinville city,Woodinville city,10938,4996,5.62,0.02,5.60,1952.3,891.7
0500000US53033,53033,"King County, Washington",0700000US530339293180150,530339293180150,King County - COUNTY SUBDIVISION AND PLACE - Seattle East CCD - Yarrow Point town,Yarrow Point town,1001,407,0.36,0.00,0.36,2753.5,1119.6
0500000US53033,53033,"King County, Washington",0700000US530339293199999,530339293199999,King County - COUNTY SUBDIVISION AND PLACE - Seattle East CCD - Remainder of Seattle East CCD,Remainder of Seattle East CCD,7792,3040,30.45,6.90,23.55,330.8,129.1
0500000US53033,53033,"King County, Washington",0600000US5303393078,5303393078,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD,Snoqualmie Valley CCD,48362,19188,912.37,18.45,893.91,54.1,21.5
0500000US53033,53033,"King County, Washington",0700000US530339307804300,530339307804300,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Baring CDP,Baring CDP,220,254,1.13,0.09,1.04,211.4,244.1
0500000US53033,53033,"King County, Washington",0700000US530339307810215,530339307810215,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Carnation city,Carnation city,1786,665,1.18,0.02,1.16,1545.4,575.4
0500000US53033,53033,"King County, Washington",0700000US530339307819035,530339307819035,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Duvall city,Duvall city,6695,2315,2.49,0.02,2.47,2713.8,938.4
0500000US53033,53033,"King County, Washington",0700000US530339307823200,530339307823200,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Fall City CDP,Fall City CDP,1993,812,2.88,0.04,2.83,703.7,286.7
0500000US53033,53033,"King County, Washington",0700000US530339307837538,530339307837538,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Lake Marcel-Stillwater CDP,Lake Marcel-Stillwater CDP,1277,488,1.33,0.06,1.28,1001.4,382.7
0500000US53033,53033,"King County, Washington",0700000US530339307849485,530339307849485,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - North Bend city,North Bend city,5731,2348,4.30,0.04,4.27,1343.2,550.3
0500000US53033,53033,"King County, Washington",0700000US530339307858742,530339307858742,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Riverbend CDP,Riverbend CDP,2132,843,3.01,0.07,2.94,725.1,286.7
0500000US53033,53033,"King County, Washington",0700000US530339307864855,530339307864855,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Skykomish town,Skykomish town,198,168,0.33,0.02,0.31,636.0,539.6
0500000US53033,53033,"King County, Washington",0700000US530339307865205,530339307865205,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Snoqualmie city,Snoqualmie city,10670,3761,6.52,0.11,6.40,1666.1,587.3
0500000US53033,53033,"King County, Washington",0700000US530339307870315,530339307870315,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Tanner CDP,Tanner CDP,1018,364,4.04,0.18,3.85,264.2,94.5
0500000US53033,53033,"King County, Washington",0700000US530339307878780,530339307878780,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Wilderness Rim CDP,Wilderness Rim CDP,1523,601,0.63,0.01,0.62,2447.1,965.7
0500000US53033,53033,"King County, Washington",0700000US530339307899999,530339307899999,King County - COUNTY SUBDIVISION AND PLACE - Snoqualmie Valley CCD - Remainder of Snoqualmie Valley CCD,Remainder of Snoqualmie Valley CCD,15119,6569,884.53,17.79,866.75,17.4,7.6
0500000US53033,53033,"King County, Washington",0600000US5303393392,5303393392,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD,Tahoma-Maple Valley CCD,62250,22972,91.86,2.07,89.79,693.3,255.8
0500000US53033,53033,"King County, Washington",0700000US530339339215290,530339339215290,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Covington city,Covington city,17575,6081,5.96,0.10,5.86,2998.1,1037.4
0500000US53033,53033,"King County, Washington",0700000US530339339219515,530339339219515,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - East Hill-Meridian CDP (part),East Hill-Meridian CDP (part),2282,757,2.39,0.02,2.37,961.2,318.9
0500000US53033,53033,"King County, Washington",0700000US530339339231495,530339339231495,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Hobart CDP (part),Hobart CDP (part),6167,2495,18.71,0.11,18.60,331.6,134.2
0500000US53033,53033,"King County, Washington",0700000US530339339235415,530339339235415,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Kent city (part),Kent city (part),12144,4608,3.95,0.25,3.70,3283.8,1246.0
0500000US53033,53033,"King County, Washington",0700000US530339339237567,530339339237567,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Lake Morton-Berrydale CDP (part),Lake Morton-Berrydale CDP (part),2695,1032,2.67,0.03,2.64,1020.0,390.6
0500000US53033,53033,"King County, Washington",0700000US530339339243150,530339339243150,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Maple Valley city (part),Maple Valley city (part),15693,5762,4.27,0.18,4.09,3840.0,1409.9
0500000US53033,53033,"King County, Washington",0700000US530339339246215,530339339246215,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Mirrormont CDP (part),Mirrormont CDP (part),632,237,2.42,0.04,2.37,266.2,99.8
0500000US53033,53033,"King County, Washington",0700000US530339339263545,530339339263545,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Shadow Lake CDP,Shadow Lake CDP,2262,884,5.33,0.14,5.19,436.0,170.4
0500000US53033,53033,"King County, Washington",0700000US530339339299999,530339339299999,King County - COUNTY SUBDIVISION AND PLACE - Tahoma-Maple Valley CCD - Remainder of Tahoma-Maple Valley CCD,Remainder of Tahoma-Maple Valley CCD,2800,1116,46.16,1.19,44.97,62.3,24.8
0500000US53033,53033,"King County, Washington",0600000US5303393616,5303393616,King County - COUNTY SUBDIVISION AND PLACE - Vashon Island CCD,Vashon Island CCD,10624,5552,80.80,43.88,36.92,287.7,150.4
0500000US53033,53033,"King County, Washington",0700000US530339361674305,530339361674305,King County - COUNTY SUBDIVISION AND PLACE - Vashon Island CCD - Vashon CDP,Vashon CDP,10624,5552,80.80,43.88,36.92,287.7,150.4
0500000US53033,53033,"King County, Washington",1590000US5303301290,5303301290,King County - PLACE - Algona city,Algona city,3014,1018,1.29,0.00,1.29,2332.1,787.7
0500000US53033,53033,"King County, Washington",1590000US5303301920,5303301920,King County - PLACE - Ames Lake CDP,Ames Lake CDP,1486,590,1.72,0.12,1.60,929.1,368.9
0500000US53033,53033,"King County, Washington",1590000US5303303180,5303303180,King County - PLACE - Auburn city (part),Auburn city (part),62761,24688,28.23,0.27,27.97,2244.1,882.8
0500000US53033,53033,"King County, Washington",1590000US5303304300,5303304300,King County - PLACE - Baring CDP,Baring CDP,220,254,1.13,0.09,1.04,211.4,244.1
0500000US53033,53033,"King County, Washington",1590000US5303304895,5303304895,King County - PLACE - Beaux Arts Village town,Beaux Arts Village town,299,118,0.17,0.08,0.08,3531.5,1393.7
0500000US53033,53033,"King County, Washington",1590000US5303305210,5303305210,King County - PLACE - Bellevue city,Bellevue city,122363,55551,36.47,4.50,31.97,3827.7,1737.7
0500000US53033,53033,"King County, Washington",1590000US5303306330,5303306330,King County - PLACE - Black Diamond city,Black Diamond city,4151,1685,6.66,0.64,6.01,690.1,280.1
0500000US53033,53033,"King County, Washington",1590000US5303307380,5303307380,King County - PLACE - Bothell city (part),Bothell city (part),17090,7553,5.66,0.00,5.66,3017.4,1333.5
0500000US53033,53033,"King County, Washington",1590000US5303307397,5303307397,King County - PLACE - Boulevard Park CDP,Boulevard Park CDP,5287,2262,1.61,0.07,1.54,3435.1,1469.7
0500000US53033,53033,"King County, Washington",1590000US5303308552,5303308552,King County - PLACE - Bryn Mawr-Skyway CDP,Bryn Mawr-Skyway CDP,15645,6189,3.01,0.17,2.84,5512.2,2180.6
0500000US53033,53033,"King County, Washington",1590000US5303308850,5303308850,King County - PLACE - Burien city,Burien city,33313,14322,13.23,5.81,7.42,4489.8,1930.3
0500000US53033,53033,"King County, Washington",1590000US5303310215,5303310215,King County - PLACE - Carnation city,Carnation city,1786,665,1.18,0.02,1.16,1545.4,575.4
0500000US53033,53033,"King County, Washington",1590000US5303313365,5303313365,King County - PLACE - Clyde Hill city,Clyde Hill city,2984,1099,1.06,0.00,1.06,2826.3,1040.9
0500000US53033,53033,"King County, Washington",1590000US5303314940,5303314940,King County - PLACE - Cottage Lake CDP,Cottage Lake CDP,22494,7925,22.78,0.13,22.66,992.7,349.8
0500000US53033,53033,"King County, Washington",1590000US5303315290,5303315290,King County - PLACE - Covington city,Covington city,17575,6081,5.96,0.10,5.86,2998.1,1037.4
0500000US53033,53033,"King County, Washington",1590000US5303317635,5303317635,King County - PLACE - Des Moines city,Des Moines city,29673,12588,6.50,0.00,6.50,4564.4,1936.3
0500000US53033,53033,"King County, Washington",1590000US5303319035,5303319035,King County - PLACE - Duvall city,Duvall city,6695,2315,2.49,0.02,2.47,2713.8,938.4
0500000US53033,53033,"King County, Washington",1590000US5303319420,5303319420,King County - PLACE - Eastgate CDP,Eastgate CDP,4958,1899,1.20,0.00,1.20,4143.8,1587.1
0500000US53033,53033,"King County, Washington",1590000US5303319515,5303319515,King County - PLACE - East Hill-Meridian CDP,East Hill-Meridian CDP,29878,10252,8.17,0.15,8.02,3724.3,1277.9
0500000US53033,53033,"King County, Washington",1590000US5303319857,5303319857,King County - PLACE - East Renton Highlands CDP,East Renton Highlands CDP,11140,4205,11.38,0.06,11.32,984.3,371.5
0500000US53033,53033,"King County, Washington",1590000US5303322045,5303322045,King County - PLACE - Enumclaw city (part),Enumclaw city (part),10669,4683,4.25,0.00,4.24,2515.7,1104.2
0500000US53033,53033,"King County, Washington",1590000US5303323160,5303323160,King County - PLACE - Fairwood CDP,Fairwood CDP,19102,7367,4.86,0.00,4.86,3927.5,1514.7
0500000US53033,53033,"King County, Washington",1590000US5303323200,5303323200,King County - PLACE - Fall City CDP,Fall City CDP,1993,812,2.88,0.04,2.83,703.7,286.7
0500000US53033,53033,"King County, Washington",1590000US5303323515,5303323515,King County - PLACE - Federal Way city,Federal Way city,89306,35444,22.46,0.20,22.26,4011.9,1592.2
0500000US53033,53033,"King County, Washington",1590000US5303331495,5303331495,King County - PLACE - Hobart CDP,Hobart CDP,6221,2511,18.91,0.11,18.79,331.0,133.6
0500000US53033,53033,"King County, Washington",1590000US5303332755,5303332755,King County - PLACE - Hunts Point town,Hunts Point town,394,181,0.30,0.01,0.29,1348.3,619.4
0500000US53033,53033,"King County, Washington",1590000US5303333380,5303333380,King County - PLACE - Inglewood-Finn Hill CDP,Inglewood-Finn Hill CDP,22707,9188,8.00,2.19,5.82,3904.4,1579.8
0500000US53033,53033,"King County, Washington",1590000US5303333805,5303333805,King County - PLACE - Issaquah city,Issaquah city,30434,13914,11.40,0.02,11.38,2675.0,1223.0
0500000US53033,53033,"King County, Washington",1590000US5303335170,5303335170,King County - PLACE - Kenmore city,Kenmore city,20460,8569,6.26,0.11,6.15,3326.6,1393.2
0500000US53033,53033,"King County, Washington",1590000US5303335415,5303335415,King County - PLACE - Kent city,Kent city,92411,36424,29.18,0.56,28.63,3228.3,1272.4
0500000US53033,53033,"King County, Washington",1590000US5303335835,5303335835,King County - PLACE - Kingsgate CDP,Kingsgate CDP,13065,5146,2.36,0.00,2.36,5542.4,2183.0
0500000US53033,53033,"King County, Washington",1590000US5303335940,5303335940,King County - PLACE - Kirkland city,Kirkland city,48787,24345,11.12,0.33,10.79,4522.8,2256.9
0500000US53033,53033,"King County, Washington",1590000US5303336100,5303336100,King County - PLACE - Klahanie CDP,Klahanie CDP,10674,3915,1.94,0.02,1.93,5541.9,2032.7
0500000US53033,53033,"King County, Washington",1590000US5303337270,5303337270,King County - PLACE - Lake Forest Park city,Lake Forest Park city,12598,5268,3.65,0.12,3.53,3568.9,1492.4
0500000US53033,53033,"King County, Washington",1590000US5303337345,5303337345,King County - PLACE - Lake Holm CDP,Lake Holm CDP,3221,1247,8.56,0.20,8.36,385.2,149.1
0500000US53033,53033,"King County, Washington",1590000US5303337420,5303337420,King County - PLACE - Lakeland North CDP,Lakeland North CDP,12942,4391,3.35,0.11,3.25,3987.2,1352.8
0500000US53033,53033,"King County, Washington",1590000US5303337430,5303337430,King County - PLACE - Lakeland South CDP,Lakeland South CDP,11574,4364,5.12,0.15,4.98,2326.3,877.1
0500000US53033,53033,"King County, Washington",1590000US5303337538,5303337538,King County - PLACE - Lake Marcel-Stillwater CDP,Lake Marcel-Stillwater CDP,1277,488,1.33,0.06,1.28,1001.4,382.7
0500000US53033,53033,"King County, Washington",1590000US5303337567,5303337567,King County - PLACE - Lake Morton-Berrydale CDP,Lake Morton-Berrydale CDP,10160,3775,12.47,0.20,12.28,827.7,307.5
0500000US53033,53033,"King County, Washington",1590000US5303343062,5303343062,King County - PLACE - Maple Heights-Lake Desire CDP,Maple Heights-Lake Desire CDP,3152,1182,4.31,0.20,4.10,768.1,288.0
0500000US53033,53033,"King County, Washington",1590000US5303343150,5303343150,King County - PLACE - Maple Valley city,Maple Valley city,22684,7997,5.90,0.18,5.72,3965.5,1398.0
0500000US53033,53033,"King County, Washington",1590000US5303344725,5303344725,King County - PLACE - Medina city,Medina city,2969,1162,4.79,3.35,1.44,2067.1,809.0
0500000US53033,53033,"King County, Washington",1590000US5303345005,5303345005,King County - PLACE - Mercer Island city,Mercer Island city,22699,9930,13.11,6.79,6.32,3591.2,1571.0
0500000US53033,53033,"King County, Washington",1590000US5303346020,5303346020,King County - PLACE - Milton city (part),Milton city (part),831,357,0.54,0.00,0.54,1536.9,660.2
0500000US53033,53033,"King County, Washington",1590000US5303346215,5303346215,King County - PLACE - Mirrormont CDP,Mirrormont CDP,3659,1443,10.41,0.04,10.37,352.8,139.2
0500000US53033,53033,"King County, Washington",1590000US5303348645,5303348645,King County - PLACE - Newcastle city,Newcastle city,10380,4227,4.46,0.01,4.45,2334.1,950.5
0500000US53033,53033,"King County, Washington",1590000US5303349415,5303349415,King County - PLACE - Normandy Park city,Normandy Park city,6335,2838,6.68,4.16,2.52,2513.4,1126.0
0500000US53033,53033,"King County, Washington",1590000US5303349485,5303349485,King County - PLACE - North Bend city,North Bend city,5731,2348,4.30,0.04,4.27,1343.2,550.3
0500000US53033,53033,"King County, Washington",1590000US5303352495,5303352495,King County - PLACE - Pacific city (part),Pacific city (part),6514,2377,1.83,0.01,1.82,3573.3,1303.9
0500000US53033,53033,"King County, Washington",1590000US5303357395,5303357395,King County - PLACE - Ravensdale CDP,Ravensdale CDP,1101,422,4.56,0.11,4.45,247.4,94.8
0500000US53033,53033,"King County, Washington",1590000US5303357535,5303357535,King County - PLACE - Redmond city,Redmond city,54144,24177,16.95,0.66,16.28,3325.1,1484.8
0500000US53033,53033,"King County, Washington",1590000US5303357745,5303357745,King County - PLACE - Renton city,Renton city,90927,38930,23.54,0.42,23.12,3932.9,1683.9
0500000US53033,53033,"King County, Washington",1590000US5303358742,5303358742,King County - PLACE - Riverbend CDP,Riverbend CDP,2132,843,3.01,0.07,2.94,725.1,286.7
0500000US53033,53033,"King County, Washington",1590000US5303358865,5303358865,King County - PLACE - Riverton CDP,Riverton CDP,6407,2477,1.18,0.00,1.18,5421.3,2095.9
0500000US53033,53033,"King County, Washington",1590000US5303361115,5303361115,King County - PLACE - Sammamish city,Sammamish city,45780,15736,18.47,0.25,18.22,2512.2,863.5
0500000US53033,53033,"King County, Washington",1590000US5303362288,5303362288,King County - PLACE - SeaTac city,SeaTac city,26909,10360,10.21,0.18,10.03,2682.9,1032.9
0500000US53033,53033,"King County, Washington",1590000US5303363000,5303363000,King County - PLACE - Seattle city,Seattle city,608660,308516,142.65,58.71,83.94,7250.9,3675.3
0500000US53033,53033,"King County, Washington",1590000US5303363545,5303363545,King County - PLACE - Shadow Lake CDP,Shadow Lake CDP,2262,884,5.33,0.14,5.19,436.0,170.4
0500000US53033,53033,"King County, Washington",1590000US5303363960,5303363960,King County - PLACE - Shoreline city,Shoreline city,53007,22787,11.70,0.02,11.67,4540.6,1951.9
0500000US53033,53033,"King County, Washington",1590000US5303364855,5303364855,King County - PLACE - Skykomish town,Skykomish town,198,168,0.33,0.02,0.31,636.0,539.6
0500000US53033,53033,"King County, Washington",1590000US5303365205,5303365205,King County - PLACE - Snoqualmie city,Snoqualmie city,10670,3761,6.52,0.11,6.40,1666.1,587.3
0500000US53033,53033,"King County, Washington",1590000US5303370315,5303370315,King County - PLACE - Tanner CDP,Tanner CDP,1018,364,4.04,0.18,3.85,264.2,94.5
0500000US53033,53033,"King County, Washington",1590000US5303372625,5303372625,King County - PLACE - Tukwila city,Tukwila city,19107,7755,9.58,0.41,9.17,2084.0,845.8
0500000US53033,53033,"King County, Washington",1590000US5303373307,5303373307,King County - PLACE - Union Hill-Novelty Hill CDP,Union Hill-Novelty Hill CDP,18805,7533,24.32,0.09,24.23,776.2,310.9
0500000US53033,53033,"King County, Washington",1590000US5303374305,5303374305,King County - PLACE - Vashon CDP,Vashon CDP,10624,5552,80.80,43.88,36.92,287.7,150.4
0500000US53033,53033,"King County, Washington",1590000US5303378225,5303378225,King County - PLACE - White Center CDP,White Center CDP,13495,5235,2.25,0.01,2.24,6020.8,2335.6
0500000US53033,53033,"King County, Washington",1590000US5303378780,5303378780,King County - PLACE - Wilderness Rim CDP,Wilderness Rim CDP,1523,601,0.63,0.01,0.62,2447.1,965.7
0500000US53033,53033,"King County, Washington",1590000US5303379590,5303379590,King County - PLACE - Woodinville city,Woodinville city,10938,4996,5.62,0.02,5.60,1952.3,891.7
0500000US53033,53033,"King County, Washington",1590000US5303380150,5303380150,King County - PLACE - Yarrow Point town,Yarrow Point town,1001,407,0.36,0.00,0.36,2753.5,1119.6
